537651335752323073	-3	sarcasm
538332513408937986	-2	sarcasm
538050779824025600	-3	sarcasm
538017499724279809	-3	sarcasm
537958766910926848	0	sarcasm
539574626788343809	0	sarcasm
539200238150778880	-3	sarcasm
538288019661676544	-3	sarcasm
538011277252370432	-3	sarcasm
537245006785159168	-3	sarcasm
538334589773967360	-2	sarcasm
539436191566020608	-3	sarcasm
538000380962308096	-2	sarcasm
538049143240142848	-2	sarcasm
537953689995317248	-3	sarcasm
537660039524122624	-3	sarcasm
539385293665624064	-2	sarcasm
539576635381792768	-2	sarcasm
537241812206108672	-3	sarcasm
539438819750457344	-3	sarcasm
539578311866060800	-3	sarcasm
538009987784925185	-3	sarcasm
539433150729183232	-3	sarcasm
539580098203381762	-2	sarcasm
539368955744649216	-3	sarcasm
538005564413210624	-2	sarcasm
539443693732634624	-2	sarcasm
539455565756264448	-3	sarcasm
539725954340622336	-3	sarcasm
537600076710166528	-2	sarcasm
537601639239393280	-3	sarcasm
539210383324905472	-3	sarcasm
539579260978339840	-2	sarcasm
537957199021355008	-3	sarcasm
539434379085619200	-3	sarcasm
538335405914214400	-2	sarcasm
539488684270444545	-2	sarcasm
538048511728951296	-4	sarcasm
539367503345250306	-3	sarcasm
539434545985384448	-3	sarcasm
539487901772685312	-3	sarcasm
537247749042094081	-2	sarcasm
538008054873460737	-2	sarcasm
538048849571762177	-3	sarcasm
539372025060802560	-2	sarcasm
538007522918273024	-2	sarcasm
538053363100049409	-2	sarcasm
539201777137356800	-1	sarcasm
539371298699620352	-3	sarcasm
538331642289750016	-2	sarcasm
539493019758886912	-3	sarcasm
539724842065731584	-2	sarcasm
539367168195174400	-3	sarcasm
539433484130189314	-3	sarcasm
539577726349623297	-2	sarcasm
539492824006549504	-3	sarcasm
539486225191960576	-3	sarcasm
538336749328826368	-2	sarcasm
539439742258282497	-2	sarcasm
538054108209774593	-3	sarcasm
538050982626983936	-3	sarcasm
539370992338890752	-3	sarcasm
538335880621326336	-4	sarcasm
537596499514105856	-2	sarcasm
537655732926439424	-3	sarcasm
537594711524257792	-3	sarcasm
539489465618956289	-1	sarcasm
538046502950936576	-2	sarcasm
539580293938954240	-3	sarcasm
539372080861827072	-3	sarcasm
539725092599918592	-2	sarcasm
539206671021932544	-2	sarcasm
539577164866519042	-2	sarcasm
539576858132885505	-1	sarcasm
537244055982600193	-2	sarcasm
537240331134455808	-3	sarcasm
537654164533559296	-2	sarcasm
539208761647562753	-3	sarcasm
539492628140920833	-3	sarcasm
538289561118707712	-3	sarcasm
539368816242094080	-3	sarcasm
539373895246413824	-2	sarcasm
539578842193879040	-2	sarcasm
539487148312129536	-2	sarcasm
537593595432562688	-3	sarcasm
539439770276225024	-3	sarcasm
537600773648310272	-1	sarcasm
539574934520225792	-2	sarcasm
537957646465519616	-3	sarcasm
538001052407455744	-3	sarcasm
537241898294198273	-2	sarcasm
538289505330266112	-2	sarcasm
539581301406564352	-2	sarcasm
539370294931378176	-3	sarcasm
539490498973822976	-2	sarcasm
537657663585533952	-2	sarcasm
539206028119003136	-3	sarcasm
539372555447308288	-2	sarcasm
538291858401939456	-3	sarcasm
539204770696036352	-1	sarcasm
537956027350925313	-2	sarcasm
539367559385325568	-2	sarcasm
539438931780317184	-3	sarcasm
539724676352995328	-3	sarcasm
537957254537175040	-3	sarcasm
538010689156435969	-2	sarcasm
539372360374431744	-2	sarcasm
539725148392546304	-2	sarcasm
538289729712971777	-2	sarcasm
539577669663608834	-3	sarcasm
537656459983867904	-3	sarcasm
539487511362695168	-3	sarcasm
539205553990684673	-3	sarcasm
539368479699517440	-3	sarcasm
539204491321802752	-3	sarcasm
539433539687956480	-3	sarcasm
539724924693520384	-2	sarcasm
538138292940984320	-3	sarcasm
537245623884722176	-2	sarcasm
539433847872831490	-2	sarcasm
539490359278329856	-2	sarcasm
539574290581311488	-2	sarcasm
539579623982772224	-3	sarcasm
539492768146784258	-3	sarcasm
539368368734994432	-2	sarcasm
539487789633781760	-3	sarcasm
539436275825393664	-2	sarcasm
539576441370062848	-1	sarcasm
539578395542446080	-3	sarcasm
537244111842340864	-2	sarcasm
537952796960899072	-3	sarcasm
537242571098308608	-3	sarcasm
539372220662161408	-3	sarcasm
539437785477050368	-3	sarcasm
538051376690257920	-3	sarcasm
539435353393094656	-3	sarcasm
539370601740521472	-3	sarcasm
539578172334166016	-2	sarcasm
539366776908578816	-2	sarcasm
539576329528934400	-2	sarcasm
539580964406837248	-3	sarcasm
539369011637919744	-3	sarcasm
538334561839890433	-3	sarcasm
539435325421260800	-2	sarcasm
539578591512915970	-4	sarcasm
538001080538636288	-3	sarcasm
538289476540592128	-2	sarcasm
537958206770020352	-2	sarcasm
538052980751478784	-2	sarcasm
537598064513810432	-2	sarcasm
539574121840254976	-3	sarcasm
539440889131982849	-2	sarcasm
537245848711999488	-3	sarcasm
539372972424052737	-2	sarcasm
538288103472246785	-3	sarcasm
